"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","rt","response","accuracy","view_history","success","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","stimulus","datetime","subjectID","curr_triallist","trial_no","timeout","failed_images","failed_audio","failed_video","image_index","category","blur","reps","correct","running_score"
"1440","778","true","chrome","129.0.0","false","Mac OS","true","30","true","true","browser-check","0","2021","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","1","36434","0.0-1.0","34368","{""P0_Q0"":""904085886"",""P0_Q1"":""18"",""P1_Q0"":""Female"",""P1_Q1"":""Not Hispanic or Latino"",""P1_Q2"":""White"",""P1_Q3"":""Corrected-to-Normal (using glasses/contacts)"",""P1_Q4"":""Left-Handed""}","[]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","2","6070329","0.0-2.0","3468628","","","[{""page_index"":0,""viewing_time"":2290},{""page_index"":1,""viewing_time"":31729},{""page_index"":2,""viewing_time"":3425819},{""page_index"":3,""viewing_time"":8785}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","3","6074105","0.0-3.0","2765","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","virtual-chinrest","4","6216967","0.0-4.0","142854","","","","","85.6","53.98","351.3106541829903","4.101347637206072","417.36","11.710355139433009","30","1.2239879288603133","48","30","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","6421516","0.0-5.0","204548","","","[{""page_index"":0,""viewing_time"":24139},{""page_index"":1,""viewing_time"":13436},{""page_index"":2,""viewing_time"":10287},{""page_index"":3,""viewing_time"":53806},{""page_index"":4,""viewing_time"":64398},{""page_index"":5,""viewing_time"":33054},{""page_index"":6,""viewing_time"":5428}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","6","6429203","0.0-6.0","7680","0","","","","","","","","","","","","","","start_practice","Thu Oct 09 2025 14:49:09 GMT-0400 (Eastern Daylight Time)","27263","","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","6429204","0.0-7.0","","","","","true","","","","","","","","","","","preload","","","0","0","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","8","6429518","0.0-8.0","null","null","","","","","","","","","","","","","","fixation","","","0","0","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","9","6429824","0.0-9.0","null","null","","","","","","","","","","","","","","stimulus","","","0","0","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","10","6432729","0.0-10.0","2901","cat","","","","","","","","","","","","","","perceptual","","","0","0","","","","","72","cat","1","","1",""
"","","","","","","","","","","","canvas-button-response","11","6435353","0.0-11.0","2622","10","","","","","","","","","","","","","","confidence","","","0","0","","","","","","","","","","1"
"","","","","","","","","","","","html-keyboard-response","12","6436356","0.0-12.0","null","null","","","","","","","","","","","","","","feedback","Thu Oct 09 2025 14:49:23 GMT-0400 (Eastern Daylight Time)","27263","0","0","","","","","","","","","",""
"","","","","","","","","","","","preload","13","6436357","0.0-13.0","","","","","true","","","","","","","","","","","preload","","","0","1","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","14","6436659","0.0-14.0","null","null","","","","","","","","","","","","","","fixation","","","0","1","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","15","6436962","0.0-15.0","null","null","","","","","","","","","","","","","","stimulus","","","0","1","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","16","6438322","0.0-16.0","1357","bed","","","","","","","","","","","","","","perceptual","","","0","1","","","","","32","bed","1","","1",""
"","","","","","","","","","","","canvas-button-response","17","6439337","0.0-17.0","1014","10","","","","","","","","","","","","","","confidence","","","0","1","","","","","","","","","","2"
"","","","","","","","","","","","html-keyboard-response","18","6440341","0.0-18.0","null","null","","","","","","","","","","","","","","feedback","Thu Oct 09 2025 14:49:27 GMT-0400 (Eastern Daylight Time)","27263","0","1","","","","","","","","","",""
"","","","","","","","","","","","preload","19","6440342","0.0-19.0","","","","","true","","","","","","","","","","","preload","","","0","2","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","20","6440645","0.0-20.0","null","null","","","","","","","","","","","","","","fixation","","","0","2","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","21","6440949","0.0-21.0","null","null","","","","","","","","","","","","","","stimulus","","","0","2","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","22","6451594","0.0-22.0","10643","flower","","","","","","","","","","","","","","perceptual","","","0","2","","","","","92","knife","1","","0",""
"","","","","","","","","","","","canvas-button-response","23","6454681","0.0-23.0","3086","3","","","","","","","","","","","","","","confidence","","","0","2","","","","","","","","","","2"
"","","","","","","","","","","","html-keyboard-response","24","6455684","0.0-24.0","null","null","","","","","","","","","","","","","","feedback","Thu Oct 09 2025 14:49:43 GMT-0400 (Eastern Daylight Time)","27263","0","2","","","","","","","","","",""
"","","","","","","","","","","","preload","25","6455685","0.0-25.0","","","","","true","","","","","","","","","","","preload","","","0","3","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","26","6455987","0.0-26.0","null","null","","","","","","","","","","","","","","fixation","","","0","3","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","27","6456290","0.0-27.0","null","null","","","","","","","","","","","","","","stimulus","","","0","3","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","28","6461174","0.0-28.0","4881","house","","","","","","","","","","","","","","perceptual","","","0","3","","","","","52","flower","1","","0",""
"","","","","","","","","","","","canvas-button-response","29","6465199","0.0-29.0","4024","6","","","","","","","","","","","","","","confidence","","","0","3","","","","","","","","","","2"
"","","","","","","","","","","","html-keyboard-response","30","6466201","0.0-30.0","null","null","","","","","","","","","","","","","","feedback","Thu Oct 09 2025 14:49:53 GMT-0400 (Eastern Daylight Time)","27263","0","3","","","","","","","","","",""
"","","","","","","","","","","","preload","31","6466202","0.0-31.0","","","","","true","","","","","","","","","","","preload","","","0","4","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","32","6466505","0.0-32.0","null","null","","","","","","","","","","","","","","fixation","","","0","4","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","33","6466808","0.0-33.0","null","null","","","","","","","","","","","","","","stimulus","","","0","4","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","34","6470006","0.0-34.0","3195","phone","","","","","","","","","","","","","","perceptual","","","0","4","","","","","22","phone","1","","1",""
"","","","","","","","","","","","canvas-button-response","35","6471616","0.0-35.0","1609","8","","","","","","","","","","","","","","confidence","","","0","4","","","","","","","","","","3"
"","","","","","","","","","","","html-keyboard-response","36","6472619","0.0-36.0","null","null","","","","","","","","","","","","","","feedback","Thu Oct 09 2025 14:49:59 GMT-0400 (Eastern Daylight Time)","27263","0","4","","","","","","","","","",""
"","","","","","","","","","","","preload","37","6472620","0.0-37.0","","","","","true","","","","","","","","","","","preload","","","0","5","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","38","6472924","0.0-38.0","null","null","","","","","","","","","","","","","","fixation","","","0","5","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","39","6473227","0.0-39.0","null","null","","","","","","","","","","","","","","stimulus","","","0","5","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","40","6474980","0.0-40.0","1751","house","","","","","","","","","","","","","","perceptual","","","0","5","","","","","2","house","1","","1",""
"","","","","","","","","","","","canvas-button-response","41","6475700","0.0-41.0","719","10","","","","","","","","","","","","","","confidence","","","0","5","","","","","","","","","","4"
"","","","","","","","","","","","html-keyboard-response","42","6476702","0.0-42.0","null","null","","","","","","","","","","","","","","feedback","Thu Oct 09 2025 14:50:04 GMT-0400 (Eastern Daylight Time)","27263","0","5","","","","","","","","","",""
"","","","","","","","","","","","preload","43","6476703","0.0-43.0","","","","","true","","","","","","","","","","","preload","","","0","6","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","44","6477006","0.0-44.0","null","null","","","","","","","","","","","","","","fixation","","","0","6","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","45","6477309","0.0-45.0","null","null","","","","","","","","","","","","","","stimulus","","","0","6","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","46","6478684","0.0-46.0","1373","bridge","","","","","","","","","","","","","","perceptual","","","0","6","","","","","42","bridge","1","","1",""
"","","","","","","","","","","","canvas-button-response","47","6479564","0.0-47.0","879","10","","","","","","","","","","","","","","confidence","","","0","6","","","","","","","","","","5"
"","","","","","","","","","","","html-keyboard-response","48","6480567","0.0-48.0","null","null","","","","","","","","","","","","","","feedback","Thu Oct 09 2025 14:50:07 GMT-0400 (Eastern Daylight Time)","27263","0","6","","","","","","","","","",""
"","","","","","","","","","","","preload","49","6480568","0.0-49.0","","","","","true","","","","","","","","","","","preload","","","0","7","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","50","6480871","0.0-50.0","null","null","","","","","","","","","","","","","","fixation","","","0","7","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","51","6481174","0.0-51.0","null","null","","","","","","","","","","","","","","stimulus","","","0","7","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","52","6483828","0.0-52.0","2653","train","","","","","","","","","","","","","","perceptual","","","0","7","","","","","62","train","1","","1",""
"","","","","","","","","","","","canvas-button-response","53","6484460","0.0-53.0","631","10","","","","","","","","","","","","","","confidence","","","0","7","","","","","","","","","","6"
"","","","","","","","","","","","html-keyboard-response","54","6485462","0.0-54.0","null","null","","","","","","","","","","","","","","feedback","Thu Oct 09 2025 14:50:12 GMT-0400 (Eastern Daylight Time)","27263","0","7","","","","","","","","","",""
"","","","","","","","","","","","preload","55","6485463","0.0-55.0","","","","","true","","","","","","","","","","","preload","","","0","8","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","56","6485766","0.0-56.0","null","null","","","","","","","","","","","","","","fixation","","","0","8","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","57","6486069","0.0-57.0","null","null","","","","","","","","","","","","","","stimulus","","","0","8","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","58","6487092","0.0-58.0","1020","car","","","","","","","","","","","","","","perceptual","","","0","8","","","","","12","car","1","","1",""
"","","","","","","","","","","","canvas-button-response","59","6488012","0.0-59.0","919","10","","","","","","","","","","","","","","confidence","","","0","8","","","","","","","","","","7"
"","","","","","","","","","","","html-keyboard-response","60","6489014","0.0-60.0","null","null","","","","","","","","","","","","","","feedback","Thu Oct 09 2025 14:50:16 GMT-0400 (Eastern Daylight Time)","27263","0","8","","","","","","","","","",""
"","","","","","","","","","","","preload","61","6489017","0.0-61.0","","","","","true","","","","","","","","","","","preload","","","0","9","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","62","6489319","0.0-62.0","null","null","","","","","","","","","","","","","","fixation","","","0","9","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","63","6489621","0.0-63.0","null","null","","","","","","","","","","","","","","stimulus","","","0","9","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","64","6497268","0.0-64.0","7645","elephant","","","","","","","","","","","","","","perceptual","","","0","9","","","","","82","elephant","1","","1",""
"","","","","","","","","","","","canvas-button-response","65","6499180","0.0-65.0","1909","5","","","","","","","","","","","","","","confidence","","","0","9","","","","","","","","","","8"
"","","","","","","","","","","","html-keyboard-response","66","6500183","0.0-66.0","null","null","","","","","","","","","","","","","","feedback","Thu Oct 09 2025 14:50:27 GMT-0400 (Eastern Daylight Time)","27263","0","9","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","67","6536127","0.0-67.0","35938","0","","","","","","","","","","","","","","start_practice","Thu Oct 09 2025 14:50:28 GMT-0400 (Eastern Daylight Time)","27263","0","9","","","","","","","","","",""
"","","","","","","","","","","","preload","68","6536128","0.0-68.0","","","","","true","","","","","","","","","","","preload","","","1","0","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","69","6536432","0.0-69.0","null","null","","","","","","","","","","","","","","fixation","","","1","0","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","70","6536736","0.0-70.0","null","null","","","","","","","","","","","","","","stimulus","","","1","0","","","","","","","","","",""
