"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","rt","response","accuracy","view_history","success","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","stimulus","datetime","subjectID","curr_triallist","trial_no","timeout","failed_images","failed_audio","failed_video","image_index","category","blur","reps","correct","running_score"
"1470","798","true","chrome","140.0.0","false","Mac OS","true","60.72","true","true","browser-check","0","994","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","1","74870","0.0-1.0","73838","{""P0_Q0"":""904086053"",""P0_Q1"":""18"",""P1_Q0"":""Female"",""P1_Q1"":""Not Hispanic or Latino"",""P1_Q2"":""White"",""P1_Q3"":""Normal"",""P1_Q4"":""Right-Handed""}","[]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","2","122270","0.0-2.0","47399","","","[{""page_index"":0,""viewing_time"":6497},{""page_index"":1,""viewing_time"":9418},{""page_index"":2,""viewing_time"":11417},{""page_index"":3,""viewing_time"":20067}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","3","125554","0.0-3.0","2281","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","virtual-chinrest","4","204488","0.0-4.0","78933","","","","","85.6","53.98","268.2148331029706","3.1312236249865144","547.46","8.940494436765686","30","1.6255625945661807","49","30.666666666666668","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","256388","0.0-5.0","51899","","","[{""page_index"":0,""viewing_time"":11766},{""page_index"":1,""viewing_time"":6888},{""page_index"":2,""viewing_time"":8120},{""page_index"":3,""viewing_time"":4480},{""page_index"":4,""viewing_time"":6719},{""page_index"":5,""viewing_time"":12249},{""page_index"":6,""viewing_time"":1678}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","6","259435","0.0-6.0","3042","0","","","","","","","","","","","","","","start_practice","Tue Oct 21 2025 20:20:07 GMT-0400 (Eastern Daylight Time)","27133","","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","259437","0.0-7.0","","","","","true","","","","","","","","","","","preload","","","0","0","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","8","259742","0.0-8.0","null","null","","","","","","","","","","","","","","fixation","","","0","0","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","9","260046","0.0-9.0","null","null","","","","","","","","","","","","","","stimulus","","","0","0","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","10","262033","0.0-10.0","1984","phone","","","","","","","","","","","","","","perceptual","","","0","0","","","","","22","phone","1","","1",""
