"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","rt","response","accuracy","view_history","success","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","stimulus","datetime","subjectID","curr_triallist","trial_no","timeout","failed_images","failed_audio","failed_video","image_index","category","blur","reps","correct","running_score"
"1492","750","true","chrome","140.0.0","false","Mac OS","true","120.43","true","true","browser-check","0","505","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","1","32160","0.0-1.0","31618","{""P0_Q0"":""903770973"",""P0_Q1"":""21"",""P1_Q0"":""Female"",""P1_Q1"":""Not Hispanic or Latino"",""P1_Q2"":""Black or African American"",""P1_Q3"":""Corrected-to-Normal (using glasses/contacts)"",""P1_Q4"":""Left-Handed""}","[]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","2","85450","0.0-2.0","53289","","","[{""page_index"":0,""viewing_time"":9987},{""page_index"":1,""viewing_time"":12317},{""page_index"":2,""viewing_time"":15998},{""page_index"":3,""viewing_time"":14986}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","3","91859","0.0-3.0","5405","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","virtual-chinrest","4","282261","0.0-4.0","190400","","","","","85.6","53.98","186.84697800657244","2.181371417875774","786.69","6.228232600219082","29.999999999999996","2.237124755559582","50.400000000000006","31.500000000000004","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","440642","0.0-5.0","158353","","","[{""page_index"":0,""viewing_time"":14364},{""page_index"":1,""viewing_time"":42409},{""page_index"":2,""viewing_time"":11817},{""page_index"":3,""viewing_time"":6901},{""page_index"":4,""viewing_time"":15414},{""page_index"":5,""viewing_time"":62793},{""page_index"":6,""viewing_time"":4655}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","6","449039","0.0-6.0","8387","0","","","","","","","","","","","","","","start_practice","Tue Oct 21 2025 15:45:22 GMT-0400 (Eastern Daylight Time)","19499","","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","449040","0.0-7.0","","","","","true","","","","","","","","","","","preload","","","0","0","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","8","449346","0.0-8.0","null","null","","","","","","","","","","","","","","fixation","","","0","0","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","9","449651","0.0-9.0","null","null","","","","","","","","","","","","","","stimulus","","","0","0","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","10","455615","0.0-10.0","5956","bridge","","","","","","","","","","","","","","perceptual","","","0","0","","","","","42","bridge","1","","1",""
"","","","","","","","","","","","canvas-button-response","11","457748","0.0-11.0","2131","3","","","","","","","","","","","","","","confidence","","","0","0","","","","","","","","","","1"
"","","","","","","","","","","","html-keyboard-response","12","458752","0.0-12.0","null","null","","","","","","","","","","","","","","feedback","Tue Oct 21 2025 15:45:39 GMT-0400 (Eastern Daylight Time)","19499","0","0","","","","","","","","","",""
"","","","","","","","","","","","preload","13","458754","0.0-13.0","","","","","true","","","","","","","","","","","preload","","","0","1","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","14","459058","0.0-14.0","null","null","","","","","","","","","","","","","","fixation","","","0","1","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","15","459362","0.0-15.0","null","null","","","","","","","","","","","","","","stimulus","","","0","1","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","16","460904","0.0-16.0","1539","house","","","","","","","","","","","","","","perceptual","","","0","1","","","","","2","house","1","","1",""
