"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","rt","response","accuracy","view_history","success","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","stimulus","datetime","subjectID","curr_triallist","trial_no","timeout","failed_images","failed_audio","failed_video","image_index","category","blur","reps","correct","running_score"
"964","763","true","chrome","140.0.0","false","Windows 10","true","60.07","true","true","browser-check","0","1006","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","1","30308","0.0-1.0","29255","{""P0_Q0"":""904096078"",""P0_Q1"":""18"",""P1_Q0"":""Female"",""P1_Q1"":""Hispanic or Latino"",""P1_Q2"":""More than one race"",""P1_Q3"":""Normal"",""P1_Q4"":""Right-Handed""}","[]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","2","81569","0.0-2.0","51260","","","[{""page_index"":0,""viewing_time"":12527},{""page_index"":1,""viewing_time"":13551},{""page_index"":2,""viewing_time"":11293},{""page_index"":3,""viewing_time"":13888}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","3","84581","0.0-3.0","2001","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","virtual-chinrest","4","161965","0.0-4.0","77381","","","","","85.6","53.98","330.52100865076636","3.864062033501713","443.79","11.017366955025548","29.999999999999996","1.252567882719488","49.800000000000004","31.133333333333336","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","242700","0.0-5.0","80735","","","[{""page_index"":0,""viewing_time"":13352},{""page_index"":1,""viewing_time"":8297},{""page_index"":2,""viewing_time"":14302},{""page_index"":3,""viewing_time"":5243},{""page_index"":4,""viewing_time"":11147},{""page_index"":5,""viewing_time"":22595},{""page_index"":6,""viewing_time"":5799}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","6","251522","0.0-6.0","8818","0","","","","","","","","","","","","","","start_practice","Mon Oct 13 2025 23:02:01 GMT-0400 (Eastern Daylight Time)","27672","","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","251524","0.0-7.0","","","","","true","","","","","","","","","","","preload","","","0","0","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","8","251838","0.0-8.0","null","null","","","","","","","","","","","","","","fixation","","","0","0","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","9","252156","0.0-9.0","null","null","","","","","","","","","","","","","","stimulus","","","0","0","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","10","253362","0.0-10.0","1202","car","","","","","","","","","","","","","","perceptual","","","0","0","","","","","12","car","1","","1",""
"","","","","","","","","","","","canvas-button-response","11","254798","0.0-11.0","1433","10","","","","","","","","","","","","","","confidence","","","0","0","","","","","","","","","","1"
"","","","","","","","","","","","html-keyboard-response","12","255810","0.0-12.0","null","null","","","","","","","","","","","","","","feedback","Mon Oct 13 2025 23:02:13 GMT-0400 (Eastern Daylight Time)","27672","0","0","","","","","","","","","",""
"","","","","","","","","","","","preload","13","255811","0.0-13.0","","","","","true","","","","","","","","","","","preload","","","0","1","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","14","256113","0.0-14.0","null","null","","","","","","","","","","","","","","fixation","","","0","1","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","15","256422","0.0-15.0","null","null","","","","","","","","","","","","","","stimulus","","","0","1","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","16","258959","0.0-16.0","2535","house","","","","","","","","","","","","","","perceptual","","","0","1","","","","","52","flower","1","","0",""
"","","","","","","","","","","","canvas-button-response","17","260003","0.0-17.0","1044","8","","","","","","","","","","","","","","confidence","","","0","1","","","","","","","","","","1"
"","","","","","","","","","","","html-keyboard-response","18","261010","0.0-18.0","null","null","","","","","","","","","","","","","","feedback","Mon Oct 13 2025 23:02:18 GMT-0400 (Eastern Daylight Time)","27672","0","1","","","","","","","","","",""
"","","","","","","","","","","","preload","19","261011","0.0-19.0","","","","","true","","","","","","","","","","","preload","","","0","2","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","20","261321","0.0-20.0","null","null","","","","","","","","","","","","","","fixation","","","0","2","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","21","261638","0.0-21.0","null","null","","","","","","","","","","","","","","stimulus","","","0","2","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","22","263283","0.0-22.0","1643","train","","","","","","","","","","","","","","perceptual","","","0","2","","","","","62","train","1","","1",""
"","","","","","","","","","","","canvas-button-response","23","264569","0.0-23.0","1284","10","","","","","","","","","","","","","","confidence","","","0","2","","","","","","","","","","2"
"","","","","","","","","","","","html-keyboard-response","24","265571","0.0-24.0","null","null","","","","","","","","","","","","","","feedback","Mon Oct 13 2025 23:02:23 GMT-0400 (Eastern Daylight Time)","27672","0","2","","","","","","","","","",""
"","","","","","","","","","","","preload","25","265571","0.0-25.0","","","","","true","","","","","","","","","","","preload","","","0","3","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","26","265872","0.0-26.0","null","null","","","","","","","","","","","","","","fixation","","","0","3","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","27","266174","0.0-27.0","null","null","","","","","","","","","","","","","","stimulus","","","0","3","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","28","275288","0.0-28.0","9112","car","","","","","","","","","","","","","","perceptual","","","0","3","","","","","82","elephant","1","","0",""
"","","","","","","","","","","","canvas-button-response","29","276476","0.0-29.0","1185","1","","","","","","","","","","","","","","confidence","","","0","3","","","","","","","","","","2"
"","","","","","","","","","","","html-keyboard-response","30","277479","0.0-30.0","null","null","","","","","","","","","","","","","","feedback","Mon Oct 13 2025 23:02:35 GMT-0400 (Eastern Daylight Time)","27672","0","3","","","","","","","","","",""
"","","","","","","","","","","","preload","31","277480","0.0-31.0","","","","","true","","","","","","","","","","","preload","","","0","4","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","32","277787","0.0-32.0","null","null","","","","","","","","","","","","","","fixation","","","0","4","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","33","278090","0.0-33.0","null","null","","","","","","","","","","","","","","stimulus","","","0","4","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","34","279966","0.0-34.0","1874","phone","","","","","","","","","","","","","","perceptual","","","0","4","","","","","22","phone","1","","1",""
"","","","","","","","","","","","canvas-button-response","35","281082","0.0-35.0","1113","10","","","","","","","","","","","","","","confidence","","","0","4","","","","","","","","","","3"
"","","","","","","","","","","","html-keyboard-response","36","282085","0.0-36.0","null","null","","","","","","","","","","","","","","feedback","Mon Oct 13 2025 23:02:39 GMT-0400 (Eastern Daylight Time)","27672","0","4","","","","","","","","","",""
"","","","","","","","","","","","preload","37","282085","0.0-37.0","","","","","true","","","","","","","","","","","preload","","","0","5","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","38","282389","0.0-38.0","null","null","","","","","","","","","","","","","","fixation","","","0","5","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","39","282703","0.0-39.0","null","null","","","","","","","","","","","","","","stimulus","","","0","5","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","40","283998","0.0-40.0","1294","house","","","","","","","","","","","","","","perceptual","","","0","5","","","","","2","house","1","","1",""
"","","","","","","","","","","","canvas-button-response","41","284797","0.0-41.0","797","10","","","","","","","","","","","","","","confidence","","","0","5","","","","","","","","","","4"
"","","","","","","","","","","","html-keyboard-response","42","285808","0.0-42.0","null","null","","","","","","","","","","","","","","feedback","Mon Oct 13 2025 23:02:43 GMT-0400 (Eastern Daylight Time)","27672","0","5","","","","","","","","","",""
"","","","","","","","","","","","preload","43","285809","0.0-43.0","","","","","true","","","","","","","","","","","preload","","","0","6","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","44","286121","0.0-44.0","null","null","","","","","","","","","","","","","","fixation","","","0","6","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","45","286424","0.0-45.0","null","null","","","","","","","","","","","","","","stimulus","","","0","6","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","46","287197","0.0-46.0","770","cat","","","","","","","","","","","","","","perceptual","","","0","6","","","","","72","cat","1","","1",""
"","","","","","","","","","","","canvas-button-response","47","287878","0.0-47.0","677","10","","","","","","","","","","","","","","confidence","","","0","6","","","","","","","","","","5"
"","","","","","","","","","","","html-keyboard-response","48","288890","0.0-48.0","null","null","","","","","","","","","","","","","","feedback","Mon Oct 13 2025 23:02:46 GMT-0400 (Eastern Daylight Time)","27672","0","6","","","","","","","","","",""
"","","","","","","","","","","","preload","49","288892","0.0-49.0","","","","","true","","","","","","","","","","","preload","","","0","7","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","50","289206","0.0-50.0","null","null","","","","","","","","","","","","","","fixation","","","0","7","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","51","289523","0.0-51.0","null","null","","","","","","","","","","","","","","stimulus","","","0","7","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","52","290931","0.0-52.0","1406","bed","","","","","","","","","","","","","","perceptual","","","0","7","","","","","32","bed","1","","1",""
"","","","","","","","","","","","canvas-button-response","53","292150","0.0-53.0","1217","10","","","","","","","","","","","","","","confidence","","","0","7","","","","","","","","","","6"
"","","","","","","","","","","","html-keyboard-response","54","293153","0.0-54.0","null","null","","","","","","","","","","","","","","feedback","Mon Oct 13 2025 23:02:50 GMT-0400 (Eastern Daylight Time)","27672","0","7","","","","","","","","","",""
"","","","","","","","","","","","preload","55","293153","0.0-55.0","","","","","true","","","","","","","","","","","preload","","","0","8","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","56","293459","0.0-56.0","null","null","","","","","","","","","","","","","","fixation","","","0","8","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","57","293770","0.0-57.0","null","null","","","","","","","","","","","","","","stimulus","","","0","8","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","58","295183","0.0-58.0","1410","knife","","","","","","","","","","","","","","perceptual","","","0","8","","","","","92","knife","1","","1",""
"","","","","","","","","","","","canvas-button-response","59","296044","0.0-59.0","859","10","","","","","","","","","","","","","","confidence","","","0","8","","","","","","","","","","7"
