"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","rt","response","accuracy","view_history","success","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","stimulus","datetime","subjectID","curr_triallist","trial_no","timeout","failed_images","failed_audio","failed_video","image_index","category","blur","reps","correct","running_score"
"1440","778","true","chrome","140.0.0","false","Mac OS","true","59.93","true","true","browser-check","0","1016","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","1","31774","0.0-1.0","30712","{""P0_Q0"":""904095514"",""P0_Q1"":""18"",""P1_Q0"":""Female"",""P1_Q1"":""Not Hispanic or Latino"",""P1_Q2"":""White"",""P1_Q3"":""Normal"",""P1_Q4"":""Right-Handed""}","[]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","2","77093","0.0-2.0","45320","","","[{""page_index"":0,""viewing_time"":25252},{""page_index"":1,""viewing_time"":8200},{""page_index"":2,""viewing_time"":6900},{""page_index"":3,""viewing_time"":4968}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","3","79829","0.0-3.0","1732","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","virtual-chinrest","4","226989","0.0-4.0","147163","","","","","85.6","53.98","259.63210643713086","3.0311728682561587","565.63","8.654403547904362","30","1.563751130672707","48","30","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","401245","0.0-5.0","174263","","","[{""page_index"":0,""viewing_time"":63624},{""page_index"":1,""viewing_time"":18017},{""page_index"":2,""viewing_time"":16202},{""page_index"":3,""viewing_time"":6133},{""page_index"":4,""viewing_time"":10933},{""page_index"":5,""viewing_time"":56837},{""page_index"":6,""viewing_time"":2517}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","6","406262","0.0-6.0","5013","0","","","","","","","","","","","","","","start_practice","Sat Oct 18 2025 12:13:05 GMT-0400 (Eastern Daylight Time)","27023","","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","406264","0.0-7.0","","","","","true","","","","","","","","","","","preload","","","0","0","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","8","406571","0.0-8.0","null","null","","","","","","","","","","","","","","fixation","","","0","0","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","9","406874","0.0-9.0","null","null","","","","","","","","","","","","","","stimulus","","","0","0","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","10","408480","0.0-10.0","1602","cat","","","","","","","","","","","","","","perceptual","","","0","0","","","","","72","cat","1","","1",""
"","","","","","","","","","","","canvas-button-response","11","410463","0.0-11.0","1980","10","","","","","","","","","","","","","","confidence","","","0","0","","","","","","","","","","1"
"","","","","","","","","","","","html-keyboard-response","12","411467","0.0-12.0","null","null","","","","","","","","","","","","","","feedback","Sat Oct 18 2025 12:13:14 GMT-0400 (Eastern Daylight Time)","27023","0","0","","","","","","","","","",""
