"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","rt","response","accuracy","view_history","success","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","stimulus","datetime","subjectID","curr_triallist","trial_no","timeout","failed_images","failed_audio","failed_video","image_index","category","blur","reps","correct","running_score"
"2301","2205","true","chrome","141.0.0","false","Windows 10","true","60.86","true","true","browser-check","0","1000","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","1","53711","0.0-1.0","52594","{""P0_Q0"":""903925389"",""P0_Q1"":""21"",""P1_Q0"":""Male"",""P1_Q1"":""Not Hispanic or Latino"",""P1_Q2"":""Asian"",""P1_Q3"":""Corrected-to-Normal (using glasses/contacts)"",""P1_Q4"":""Right-Handed""}","[]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","2","58398","0.0-2.0","4685","","","[{""page_index"":0,""viewing_time"":1529},{""page_index"":1,""viewing_time"":1142},{""page_index"":2,""viewing_time"":980},{""page_index"":3,""viewing_time"":1035}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","3","61357","0.0-3.0","1951","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","virtual-chinrest","4","103083","0.0-4.0","41722","","","","","85.6","53.98","80.96845865998478","0.9457115971486222","1816.86","2.6989486219994925","30","3.0876220708342554","51.2","28.8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","119045","0.0-5.0","15961","","","[{""page_index"":0,""viewing_time"":2266},{""page_index"":1,""viewing_time"":8431},{""page_index"":2,""viewing_time"":246},{""page_index"":3,""viewing_time"":181},{""page_index"":4,""viewing_time"":2247},{""page_index"":5,""viewing_time"":1337},{""page_index"":6,""viewing_time"":1253}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","6","120436","0.0-6.0","1385","0","","","","","","","","","","","","","","start_practice","Fri Oct 24 2025 17:14:42 GMT-0400 (Eastern Daylight Time)","27001","","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","120439","0.0-7.0","","","","","true","","","","","","","","","","","preload","","","0","0","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","8","120752","0.0-8.0","null","null","","","","","","","","","","","","","","fixation","","","0","0","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","9","121055","0.0-9.0","null","null","","","","","","","","","","","","","","stimulus","","","0","0","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","10","124042","0.0-10.0","2982","cat","","","","","","","","","","","","","","perceptual","","","0","0","","","","","2","house","1","","0",""
"","","","","","","","","","","","canvas-button-response","11","127661","0.0-11.0","3615","1","","","","","","","","","","","","","","confidence","","","0","0","","","","","","","","","","0"
"","","","","","","","","","","","html-keyboard-response","12","128675","0.0-12.0","null","null","","","","","","","","","","","","","","feedback","Fri Oct 24 2025 17:14:51 GMT-0400 (Eastern Daylight Time)","27001","0","0","","","","","","","","","",""
"","","","","","","","","","","","preload","13","128677","0.0-13.0","","","","","true","","","","","","","","","","","preload","","","0","1","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","14","128980","0.0-14.0","null","null","","","","","","","","","","","","","","fixation","","","0","1","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","15","129285","0.0-15.0","null","null","","","","","","","","","","","","","","stimulus","","","0","1","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","16","130674","0.0-16.0","1386","bridge","","","","","","","","","","","","","","perceptual","","","0","1","","","","","42","bridge","1","","1",""
"","","","","","","","","","","","canvas-button-response","17","131681","0.0-17.0","1003","10","","","","","","","","","","","","","","confidence","","","0","1","","","","","","","","","","1"
"","","","","","","","","","","","html-keyboard-response","18","132684","0.0-18.0","null","null","","","","","","","","","","","","","","feedback","Fri Oct 24 2025 17:14:55 GMT-0400 (Eastern Daylight Time)","27001","0","1","","","","","","","","","",""
"","","","","","","","","","","","preload","19","132685","0.0-19.0","","","","","true","","","","","","","","","","","preload","","","0","2","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","20","132988","0.0-20.0","null","null","","","","","","","","","","","","","","fixation","","","0","2","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","21","133294","0.0-21.0","null","null","","","","","","","","","","","","","","stimulus","","","0","2","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","22","138655","0.0-22.0","5358","elephant","","","","","","","","","","","","","","perceptual","","","0","2","","","","","82","elephant","1","","1",""
"","","","","","","","","","","","canvas-button-response","23","141146","0.0-23.0","2487","5","","","","","","","","","","","","","","confidence","","","0","2","","","","","","","","","","2"
"","","","","","","","","","","","html-keyboard-response","24","142160","0.0-24.0","null","null","","","","","","","","","","","","","","feedback","Fri Oct 24 2025 17:15:04 GMT-0400 (Eastern Daylight Time)","27001","0","2","","","","","","","","","",""
"","","","","","","","","","","","preload","25","142161","0.0-25.0","","","","","true","","","","","","","","","","","preload","","","0","3","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","26","142465","0.0-26.0","null","null","","","","","","","","","","","","","","fixation","","","0","3","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","27","142771","0.0-27.0","null","null","","","","","","","","","","","","","","stimulus","","","0","3","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","28","145721","0.0-28.0","2947","phone","","","","","","","","","","","","","","perceptual","","","0","3","","","","","22","phone","1","","1",""
"","","","","","","","","","","","canvas-button-response","29","146850","0.0-29.0","1124","10","","","","","","","","","","","","","","confidence","","","0","3","","","","","","","","","","3"
"","","","","","","","","","","","html-keyboard-response","30","147854","0.0-30.0","null","null","","","","","","","","","","","","","","feedback","Fri Oct 24 2025 17:15:10 GMT-0400 (Eastern Daylight Time)","27001","0","3","","","","","","","","","",""
"","","","","","","","","","","","preload","31","147855","0.0-31.0","","","","","true","","","","","","","","","","","preload","","","0","4","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","32","148159","0.0-32.0","null","null","","","","","","","","","","","","","","fixation","","","0","4","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","33","148465","0.0-33.0","null","null","","","","","","","","","","","","","","stimulus","","","0","4","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","34","151780","0.0-34.0","3312","train","","","","","","","","","","","","","","perceptual","","","0","4","","","","","62","train","1","","1",""
"","","","","","","","","","","","canvas-button-response","35","152744","0.0-35.0","960","10","","","","","","","","","","","","","","confidence","","","0","4","","","","","","","","","","4"
"","","","","","","","","","","","html-keyboard-response","36","153760","0.0-36.0","null","null","","","","","","","","","","","","","","feedback","Fri Oct 24 2025 17:15:16 GMT-0400 (Eastern Daylight Time)","27001","0","4","","","","","","","","","",""
"","","","","","","","","","","","preload","37","153761","0.0-37.0","","","","","true","","","","","","","","","","","preload","","","0","5","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","38","154064","0.0-38.0","null","null","","","","","","","","","","","","","","fixation","","","0","5","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","39","154370","0.0-39.0","null","null","","","","","","","","","","","","","","stimulus","","","0","5","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","40","155822","0.0-40.0","1448","car","","","","","","","","","","","","","","perceptual","","","0","5","","","","","12","car","1","","1",""
"","","","","","","","","","","","canvas-button-response","41","156812","0.0-41.0","987","10","","","","","","","","","","","","","","confidence","","","0","5","","","","","","","","","","5"
"","","","","","","","","","","","html-keyboard-response","42","157817","0.0-42.0","null","null","","","","","","","","","","","","","","feedback","Fri Oct 24 2025 17:15:20 GMT-0400 (Eastern Daylight Time)","27001","0","5","","","","","","","","","",""
"","","","","","","","","","","","preload","43","157818","0.0-43.0","","","","","true","","","","","","","","","","","preload","","","0","6","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","44","158123","0.0-44.0","null","null","","","","","","","","","","","","","","fixation","","","0","6","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","45","158429","0.0-45.0","null","null","","","","","","","","","","","","","","stimulus","","","0","6","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","46","160096","0.0-46.0","1665","cat","","","","","","","","","","","","","","perceptual","","","0","6","","","","","72","cat","1","","1",""
"","","","","","","","","","","","canvas-button-response","47","161087","0.0-47.0","987","10","","","","","","","","","","","","","","confidence","","","0","6","","","","","","","","","","6"
"","","","","","","","","","","","html-keyboard-response","48","162090","0.0-48.0","null","null","","","","","","","","","","","","","","feedback","Fri Oct 24 2025 17:15:24 GMT-0400 (Eastern Daylight Time)","27001","0","6","","","","","","","","","",""
"","","","","","","","","","","","preload","49","162092","0.0-49.0","","","","","true","","","","","","","","","","","preload","","","0","7","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","50","162396","0.0-50.0","null","null","","","","","","","","","","","","","","fixation","","","0","7","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","51","162702","0.0-51.0","null","null","","","","","","","","","","","","","","stimulus","","","0","7","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","52","164446","0.0-52.0","1742","bed","","","","","","","","","","","","","","perceptual","","","0","7","","","","","32","bed","1","","1",""
"","","","","","","","","","","","canvas-button-response","53","165443","0.0-53.0","993","10","","","","","","","","","","","","","","confidence","","","0","7","","","","","","","","","","7"
"","","","","","","","","","","","html-keyboard-response","54","166447","0.0-54.0","null","null","","","","","","","","","","","","","","feedback","Fri Oct 24 2025 17:15:29 GMT-0400 (Eastern Daylight Time)","27001","0","7","","","","","","","","","",""
"","","","","","","","","","","","preload","55","166448","0.0-55.0","","","","","true","","","","","","","","","","","preload","","","0","8","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","56","166752","0.0-56.0","null","null","","","","","","","","","","","","","","fixation","","","0","8","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","57","167059","0.0-57.0","null","null","","","","","","","","","","","","","","stimulus","","","0","8","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","58","169124","0.0-58.0","2062","knife","","","","","","","","","","","","","","perceptual","","","0","8","","","","","92","knife","1","","1",""
"","","","","","","","","","","","canvas-button-response","59","170223","0.0-59.0","1096","10","","","","","","","","","","","","","","confidence","","","0","8","","","","","","","","","","8"
"","","","","","","","","","","","html-keyboard-response","60","171241","0.0-60.0","null","null","","","","","","","","","","","","","","feedback","Fri Oct 24 2025 17:15:33 GMT-0400 (Eastern Daylight Time)","27001","0","8","","","","","","","","","",""
"","","","","","","","","","","","preload","61","171242","0.0-61.0","","","","","true","","","","","","","","","","","preload","","","0","9","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","62","171547","0.0-62.0","null","null","","","","","","","","","","","","","","fixation","","","0","9","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","63","171851","0.0-63.0","null","null","","","","","","","","","","","","","","stimulus","","","0","9","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","64","174109","0.0-64.0","2254","flower","","","","","","","","","","","","","","perceptual","","","0","9","","","","","52","flower","1","","1",""
"","","","","","","","","","","","canvas-button-response","65","175345","0.0-65.0","1233","10","","","","","","","","","","","","","","confidence","","","0","9","","","","","","","","","","9"
"","","","","","","","","","","","html-keyboard-response","66","176349","0.0-66.0","null","null","","","","","","","","","","","","","","feedback","Fri Oct 24 2025 17:15:39 GMT-0400 (Eastern Daylight Time)","27001","0","9","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","67","178018","0.0-67.0","1663","0","","","","","","","","","","","","","","start_practice","Fri Oct 24 2025 17:15:40 GMT-0400 (Eastern Daylight Time)","27001","0","9","","","","","","","","","",""
"","","","","","","","","","","","preload","68","178019","0.0-68.0","","","","","true","","","","","","","","","","","preload","","","1","0","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","69","178335","0.0-69.0","null","null","","","","","","","","","","","","","","fixation","","","1","0","","","","","","","","","",""
