"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","rt","response","accuracy","view_history","success","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","stimulus","datetime","subjectID","curr_triallist","trial_no","timeout","failed_images","failed_audio","failed_video","image_index","category","blur","reps","correct","running_score"
"1426","992","true","chrome","139.0.0","false","Mac OS","true","119.98","true","true","browser-check","0","508","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","1","24318","0.0-1.0","23779","{""P0_Q0"":""903812547"",""P0_Q1"":""21"",""P1_Q0"":""Female"",""P1_Q1"":""Not Hispanic or Latino"",""P1_Q2"":""Asian"",""P1_Q3"":""Corrected-to-Normal (using glasses/contacts)"",""P1_Q4"":""Right-Handed""}","[]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","2","33867","0.0-2.0","9547","","","[{""page_index"":0,""viewing_time"":6794},{""page_index"":1,""viewing_time"":751},{""page_index"":2,""viewing_time"":691},{""page_index"":3,""viewing_time"":1311}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","3","36293","0.0-3.0","1421","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","virtual-chinrest","4","152213","0.0-4.0","115918","","","","","85.6","53.98","175.94679540866966","2.0547349900598664","835.52","5.8648931802889885","30","2.4723382940259317","57.6","36","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","215114","0.0-5.0","62900","","","[{""page_index"":0,""viewing_time"":8500},{""page_index"":1,""viewing_time"":10588},{""page_index"":2,""viewing_time"":16841},{""page_index"":3,""viewing_time"":3354},{""page_index"":4,""viewing_time"":10259},{""page_index"":5,""viewing_time"":11218},{""page_index"":6,""viewing_time"":2141}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","6","217649","0.0-6.0","2532","0","","","","","","","","","","","","","","start_practice","Sat Oct 11 2025 16:21:14 GMT-0400 (Eastern Daylight Time)","20771","","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","217650","0.0-7.0","","","","","true","","","","","","","","","","","preload","","","0","0","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","8","217956","0.0-8.0","null","null","","","","","","","","","","","","","","fixation","","","0","0","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","9","218264","0.0-9.0","null","null","","","","","","","","","","","","","","stimulus","","","0","0","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","10","220112","0.0-10.0","1846","car","","","","","","","","","","","","","","perceptual","","","0","0","","","","","12","car","1","","1",""
"","","","","","","","","","","","canvas-button-response","11","221740","0.0-11.0","1626","5","","","","","","","","","","","","","","confidence","","","0","0","","","","","","","","","","1"
