"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","rt","response","accuracy","view_history","success","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","stimulus","datetime","subjectID","curr_triallist","trial_no","timeout","failed_images","failed_audio","failed_video","image_index","category","blur","reps","correct","running_score"
"1383","729","true","chrome","141.0.0","false","Windows 10","true","60.32","true","true","browser-check","0","1000","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","1","22066","0.0-1.0","21023","{""P0_Q0"":""904119950"",""P0_Q1"":""18"",""P1_Q0"":""Male"",""P1_Q1"":""Not Hispanic or Latino"",""P1_Q2"":""Asian"",""P1_Q3"":""Corrected-to-Normal (using glasses/contacts)"",""P1_Q4"":""Right-Handed""}","[]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","2","310796","0.0-2.0","288729","","","[{""page_index"":0,""viewing_time"":6044},{""page_index"":1,""viewing_time"":231937},{""page_index"":2,""viewing_time"":48062},{""page_index"":3,""viewing_time"":2687}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","3","313701","0.0-3.0","1886","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","virtual-chinrest","4","433190","0.0-4.0","119486","","","","","85.6","53.98","263.60613982786396","3.0804260339884673","557.07","8.786871327595465","30","1.327738421527479","46.1","28.8","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","491799","0.0-5.0","58607","","","[{""page_index"":0,""viewing_time"":4941},{""page_index"":1,""viewing_time"":3735},{""page_index"":2,""viewing_time"":6349},{""page_index"":3,""viewing_time"":6270},{""page_index"":4,""viewing_time"":13858},{""page_index"":5,""viewing_time"":21071},{""page_index"":6,""viewing_time"":2383}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","6","495731","0.0-6.0","3927","0","","","","","","","","","","","","","","start_practice","Sat Oct 18 2025 20:32:24 GMT-0400 (Eastern Daylight Time)","27300","","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","495733","0.0-7.0","","","","","true","","","","","","","","","","","preload","","","0","0","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","8","496039","0.0-8.0","null","null","","","","","","","","","","","","","","fixation","","","0","0","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","9","496354","0.0-9.0","null","null","","","","","","","","","","","","","","stimulus","","","0","0","","","","","","","","","",""
