"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","rt","response","accuracy","view_history","success","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","stimulus","datetime","subjectID","curr_triallist","trial_no","timeout","failed_images","failed_audio","failed_video","image_index","category","blur","reps","correct","running_score"
"500","832","true","chrome","140.0.0","false","Mac OS","true","60.02","true","true","browser-check","0","1004","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","1","98065","0.0-1.0","97018","{""P0_Q0"":""903830084"",""P0_Q1"":""21"",""P1_Q0"":""Female"",""P1_Q1"":""Hispanic or Latino"",""P1_Q2"":""White"",""P1_Q3"":""Normal"",""P1_Q4"":""Right-Handed""}","[]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","2","150831","0.0-2.0","52765","","","[{""page_index"":0,""viewing_time"":8115},{""page_index"":1,""viewing_time"":16952},{""page_index"":2,""viewing_time"":14014},{""page_index"":3,""viewing_time"":13683}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","3","153502","0.0-3.0","1666","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","virtual-chinrest","4","269682","0.0-4.0","116175","","","","","85.6","53.98","250.7887893700404","2.927786554801618","585.65","8.35962631233468","30","1.7385147123011122","49","30.666666666666668","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","364546","0.0-5.0","94863","","","[{""page_index"":0,""viewing_time"":36230},{""page_index"":1,""viewing_time"":11150},{""page_index"":2,""viewing_time"":8117},{""page_index"":3,""viewing_time"":6683},{""page_index"":4,""viewing_time"":15483},{""page_index"":5,""viewing_time"":13250},{""page_index"":6,""viewing_time"":3949}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","6","373120","0.0-6.0","8571","0","","","","","","","","","","","","","","start_practice","Tue Oct 07 2025 11:53:43 GMT-0400 (Eastern Daylight Time)","27754","","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","373122","0.0-7.0","","","","","true","","","","","","","","","","","preload","","","0","0","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","8","373429","0.0-8.0","null","null","","","","","","","","","","","","","","fixation","","","0","0","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","9","373733","0.0-9.0","null","null","","","","","","","","","","","","","","stimulus","","","0","0","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","10","377648","0.0-10.0","3909","train","","","","","","","","","","","","","","perceptual","","","0","0","","","","","62","train","1","","1",""
"","","","","","","","","","","","canvas-button-response","11","379864","0.0-11.0","2214","10","","","","","","","","","","","","","","confidence","","","0","0","","","","","","","","","","1"
"","","","","","","","","","","","html-keyboard-response","12","380867","0.0-12.0","null","null","","","","","","","","","","","","","","feedback","Tue Oct 07 2025 11:53:59 GMT-0400 (Eastern Daylight Time)","27754","0","0","","","","","","","","","",""
"","","","","","","","","","","","preload","13","380868","0.0-13.0","","","","","true","","","","","","","","","","","preload","","","0","1","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","14","381170","0.0-14.0","null","null","","","","","","","","","","","","","","fixation","","","0","1","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","15","381472","0.0-15.0","null","null","","","","","","","","","","","","","","stimulus","","","0","1","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","16","382633","0.0-16.0","1160","car","","","","","","","","","","","","","","perceptual","","","0","1","","","","","12","car","1","","1",""
"","","","","","","","","","","","canvas-button-response","17","383631","0.0-17.0","997","10","","","","","","","","","","","","","","confidence","","","0","1","","","","","","","","","","2"
"","","","","","","","","","","","html-keyboard-response","18","384633","0.0-18.0","null","null","","","","","","","","","","","","","","feedback","Tue Oct 07 2025 11:54:03 GMT-0400 (Eastern Daylight Time)","27754","0","1","","","","","","","","","",""
"","","","","","","","","","","","preload","19","384634","0.0-19.0","","","","","true","","","","","","","","","","","preload","","","0","2","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","20","384938","0.0-20.0","null","null","","","","","","","","","","","","","","fixation","","","0","2","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","21","385241","0.0-21.0","null","null","","","","","","","","","","","","","","stimulus","","","0","2","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","22","386130","0.0-22.0","887","cat","","","","","","","","","","","","","","perceptual","","","0","2","","","","","72","cat","1","","1",""
"","","","","","","","","","","","canvas-button-response","23","387248","0.0-23.0","1117","10","","","","","","","","","","","","","","confidence","","","0","2","","","","","","","","","","3"
"","","","","","","","","","","","html-keyboard-response","24","388251","0.0-24.0","null","null","","","","","","","","","","","","","","feedback","Tue Oct 07 2025 11:54:06 GMT-0400 (Eastern Daylight Time)","27754","0","2","","","","","","","","","",""
"","","","","","","","","","","","preload","25","388253","0.0-25.0","","","","","true","","","","","","","","","","","preload","","","0","3","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","26","388555","0.0-26.0","null","null","","","","","","","","","","","","","","fixation","","","0","3","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","27","388858","0.0-27.0","null","null","","","","","","","","","","","","","","stimulus","","","0","3","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","28","400365","0.0-28.0","11504","knife","","","","","","","","","","","","","","perceptual","","","0","3","","","","","92","knife","1","","1",""
"","","","","","","","","","","","canvas-button-response","29","403631","0.0-29.0","3263","3","","","","","","","","","","","","","","confidence","","","0","3","","","","","","","","","","4"
"","","","","","","","","","","","html-keyboard-response","30","404634","0.0-30.0","null","null","","","","","","","","","","","","","","feedback","Tue Oct 07 2025 11:54:23 GMT-0400 (Eastern Daylight Time)","27754","0","3","","","","","","","","","",""
"","","","","","","","","","","","preload","31","404636","0.0-31.0","","","","","true","","","","","","","","","","","preload","","","0","4","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","32","404939","0.0-32.0","null","null","","","","","","","","","","","","","","fixation","","","0","4","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","33","405242","0.0-33.0","null","null","","","","","","","","","","","","","","stimulus","","","0","4","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","34","407133","0.0-34.0","1888","phone","","","","","","","","","","","","","","perceptual","","","0","4","","","","","22","phone","1","","1",""
"","","","","","","","","","","","canvas-button-response","35","408181","0.0-35.0","1046","10","","","","","","","","","","","","","","confidence","","","0","4","","","","","","","","","","5"
"","","","","","","","","","","","html-keyboard-response","36","409184","0.0-36.0","null","null","","","","","","","","","","","","","","feedback","Tue Oct 07 2025 11:54:27 GMT-0400 (Eastern Daylight Time)","27754","0","4","","","","","","","","","",""
"","","","","","","","","","","","preload","37","409185","0.0-37.0","","","","","true","","","","","","","","","","","preload","","","0","5","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","38","409489","0.0-38.0","null","null","","","","","","","","","","","","","","fixation","","","0","5","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","39","409792","0.0-39.0","null","null","","","","","","","","","","","","","","stimulus","","","0","5","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","40","415831","0.0-40.0","6036","house","","","","","","","","","","","","","","perceptual","","","0","5","","","","","82","elephant","1","","0",""
"","","","","","","","","","","","canvas-button-response","41","418682","0.0-41.0","2848","4","","","","","","","","","","","","","","confidence","","","0","5","","","","","","","","","","5"
"","","","","","","","","","","","html-keyboard-response","42","419685","0.0-42.0","null","null","","","","","","","","","","","","","","feedback","Tue Oct 07 2025 11:54:38 GMT-0400 (Eastern Daylight Time)","27754","0","5","","","","","","","","","",""
"","","","","","","","","","","","preload","43","419686","0.0-43.0","","","","","true","","","","","","","","","","","preload","","","0","6","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","44","419990","0.0-44.0","null","null","","","","","","","","","","","","","","fixation","","","0","6","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","45","420293","0.0-45.0","null","null","","","","","","","","","","","","","","stimulus","","","0","6","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","46","422730","0.0-46.0","2435","house","","","","","","","","","","","","","","perceptual","","","0","6","","","","","2","house","1","","1",""
"","","","","","","","","","","","canvas-button-response","47","423816","0.0-47.0","1084","10","","","","","","","","","","","","","","confidence","","","0","6","","","","","","","","","","6"
"","","","","","","","","","","","html-keyboard-response","48","424818","0.0-48.0","null","null","","","","","","","","","","","","","","feedback","Tue Oct 07 2025 11:54:43 GMT-0400 (Eastern Daylight Time)","27754","0","6","","","","","","","","","",""
"","","","","","","","","","","","preload","49","424820","0.0-49.0","","","","","true","","","","","","","","","","","preload","","","0","7","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","50","425121","0.0-50.0","null","null","","","","","","","","","","","","","","fixation","","","0","7","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","51","425424","0.0-51.0","null","null","","","","","","","","","","","","","","stimulus","","","0","7","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","52","428399","0.0-52.0","2973","bed","","","","","","","","","","","","","","perceptual","","","0","7","","","","","32","bed","1","","1",""
"","","","","","","","","","","","canvas-button-response","53","429581","0.0-53.0","1179","10","","","","","","","","","","","","","","confidence","","","0","7","","","","","","","","","","7"
"","","","","","","","","","","","html-keyboard-response","54","430584","0.0-54.0","null","null","","","","","","","","","","","","","","feedback","Tue Oct 07 2025 11:54:49 GMT-0400 (Eastern Daylight Time)","27754","0","7","","","","","","","","","",""
"","","","","","","","","","","","preload","55","430586","0.0-55.0","","","","","true","","","","","","","","","","","preload","","","0","8","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","56","430889","0.0-56.0","null","null","","","","","","","","","","","","","","fixation","","","0","8","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","57","431192","0.0-57.0","null","null","","","","","","","","","","","","","","stimulus","","","0","8","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","58","432465","0.0-58.0","1270","bridge","","","","","","","","","","","","","","perceptual","","","0","8","","","","","42","bridge","1","","1",""
"","","","","","","","","","","","canvas-button-response","59","433599","0.0-59.0","1131","10","","","","","","","","","","","","","","confidence","","","0","8","","","","","","","","","","8"
"","","","","","","","","","","","html-keyboard-response","60","434603","0.0-60.0","null","null","","","","","","","","","","","","","","feedback","Tue Oct 07 2025 11:54:53 GMT-0400 (Eastern Daylight Time)","27754","0","8","","","","","","","","","",""
"","","","","","","","","","","","preload","61","434604","0.0-61.0","","","","","true","","","","","","","","","","","preload","","","0","9","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","62","434907","0.0-62.0","null","null","","","","","","","","","","","","","","fixation","","","0","9","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","63","435210","0.0-63.0","null","null","","","","","","","","","","","","","","stimulus","","","0","9","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","64","439346","0.0-64.0","4134","flower","","","","","","","","","","","","","","perceptual","","","0","9","","","","","52","flower","1","","1",""
"","","","","","","","","","","","canvas-button-response","65","442147","0.0-65.0","2799","10","","","","","","","","","","","","","","confidence","","","0","9","","","","","","","","","","9"
"","","","","","","","","","","","html-keyboard-response","66","443150","0.0-66.0","null","null","","","","","","","","","","","","","","feedback","Tue Oct 07 2025 11:55:01 GMT-0400 (Eastern Daylight Time)","27754","0","9","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","67","456847","0.0-67.0","13693","0","","","","","","","","","","","","","","start_practice","Tue Oct 07 2025 11:55:02 GMT-0400 (Eastern Daylight Time)","27754","0","9","","","","","","","","","",""
"","","","","","","","","","","","preload","68","456848","0.0-68.0","","","","","true","","","","","","","","","","","preload","","","1","0","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","69","457151","0.0-69.0","null","null","","","","","","","","","","","","","","fixation","","","1","0","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","70","457455","0.0-70.0","null","null","","","","","","","","","","","","","","stimulus","","","1","0","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","71","467763","0.0-71.0","10306","train","","","","","","","","","","","","","","perceptual","","","1","0","","","","","27","phone","10","","0",""
"","","","","","","","","","","","canvas-button-response","72","469597","0.0-72.0","1831","0","","","","","","","","","","","","","","confidence","","","1","0","","","","","","","","","","0"
"","","","","","","","","","","","html-keyboard-response","73","470600","0.0-73.0","null","null","","","","","","","","","","","","","","feedback","Tue Oct 07 2025 11:55:29 GMT-0400 (Eastern Daylight Time)","27754","1","0","","","","","","","","","",""
"","","","","","","","","","","","preload","74","470601","0.0-74.0","","","","","true","","","","","","","","","","","preload","","","1","1","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","75","470904","0.0-75.0","null","null","","","","","","","","","","","","","","fixation","","","1","1","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","76","471206","0.0-76.0","null","null","","","","","","","","","","","","","","stimulus","","","1","1","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","77","475797","0.0-77.0","4588","train","","","","","","","","","","","","","","perceptual","","","1","1","","","","","64","train","6","","1",""
"","","","","","","","","","","","canvas-button-response","78","477368","0.0-78.0","1568","3","","","","","","","","","","","","","","confidence","","","1","1","","","","","","","","","","1"
"","","","","","","","","","","","html-keyboard-response","79","478371","0.0-79.0","null","null","","","","","","","","","","","","","","feedback","Tue Oct 07 2025 11:55:36 GMT-0400 (Eastern Daylight Time)","27754","1","1","","","","","","","","","",""
"","","","","","","","","","","","preload","80","478372","0.0-80.0","","","","","true","","","","","","","","","","","preload","","","1","2","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","81","478676","0.0-81.0","null","null","","","","","","","","","","","","","","fixation","","","1","2","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","82","478979","0.0-82.0","null","null","","","","","","","","","","","","","","stimulus","","","1","2","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","83","480532","0.0-83.0","1551","house","","","","","","","","","","","","","","perceptual","","","1","2","","","","","4","house","6","","1",""
"","","","","","","","","","","","canvas-button-response","84","481614","0.0-84.0","1080","10","","","","","","","","","","","","","","confidence","","","1","2","","","","","","","","","","2"
