"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","rt","response","accuracy","view_history","success","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","scale_factor","win_width_deg","win_height_deg","stimulus","datetime","subjectID","curr_triallist","trial_no","timeout","failed_images","failed_audio","failed_video","image_index","category","blur","reps","correct","running_score"
"1440","812","true","chrome","141.0.0","false","Mac OS","true","60.87","true","true","browser-check","0","993","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","survey","1","41567","0.0-1.0","40526","{""P0_Q0"":""904093006"",""P0_Q1"":""19"",""P1_Q0"":""Female"",""P1_Q1"":""Not Hispanic or Latino"",""P1_Q2"":""White"",""P1_Q3"":""Normal"",""P1_Q4"":""Right-Handed""}","[]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","2","68636","0.0-2.0","27069","","","[{""page_index"":0,""viewing_time"":3285},{""page_index"":1,""viewing_time"":12500},{""page_index"":2,""viewing_time"":7800},{""page_index"":3,""viewing_time"":3484}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","3","74021","0.0-3.0","4381","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","virtual-chinrest","4","197000","0.0-4.0","122978","","","","","85.6","53.98","146.8536735711155","1.7167893743670883","1001.31","4.895122452370517","30","2.8599897420789437","48","30","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","251152","0.0-5.0","54151","","","[{""page_index"":0,""viewing_time"":6034},{""page_index"":1,""viewing_time"":11800},{""page_index"":2,""viewing_time"":10117},{""page_index"":3,""viewing_time"":4333},{""page_index"":4,""viewing_time"":5051},{""page_index"":5,""viewing_time"":13633},{""page_index"":6,""viewing_time"":3183}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","6","254721","0.0-6.0","3563","0","","","","","","","","","","","","","","start_practice","Thu Oct 23 2025 10:06:05 GMT-0400 (Eastern Daylight Time)","27268","","","","","","","","","","","",""
"","","","","","","","","","","","preload","7","254723","0.0-7.0","","","","","true","","","","","","","","","","","preload","","","0","0","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","8","255027","0.0-8.0","null","null","","","","","","","","","","","","","","fixation","","","0","0","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","9","255331","0.0-9.0","null","null","","","","","","","","","","","","","","stimulus","","","0","0","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","10","261069","0.0-10.0","5733","elephant","","","","","","","","","","","","","","perceptual","","","0","0","","","","","82","elephant","1","","1",""
"","","","","","","","","","","","canvas-button-response","11","262937","0.0-11.0","1865","5","","","","","","","","","","","","","","confidence","","","0","0","","","","","","","","","","1"
"","","","","","","","","","","","html-keyboard-response","12","263941","0.0-12.0","null","null","","","","","","","","","","","","","","feedback","Thu Oct 23 2025 10:06:17 GMT-0400 (Eastern Daylight Time)","27268","0","0","","","","","","","","","",""
"","","","","","","","","","","","preload","13","263943","0.0-13.0","","","","","true","","","","","","","","","","","preload","","","0","1","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","14","264245","0.0-14.0","null","null","","","","","","","","","","","","","","fixation","","","0","1","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","15","264549","0.0-15.0","null","null","","","","","","","","","","","","","","stimulus","","","0","1","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","16","265720","0.0-16.0","1168","car","","","","","","","","","","","","","","perceptual","","","0","1","","","","","12","car","1","","1",""
"","","","","","","","","","","","canvas-button-response","17","268086","0.0-17.0","2363","10","","","","","","","","","","","","","","confidence","","","0","1","","","","","","","","","","2"
"","","","","","","","","","","","html-keyboard-response","18","269089","0.0-18.0","null","null","","","","","","","","","","","","","","feedback","Thu Oct 23 2025 10:06:22 GMT-0400 (Eastern Daylight Time)","27268","0","1","","","","","","","","","",""
"","","","","","","","","","","","preload","19","269091","0.0-19.0","","","","","true","","","","","","","","","","","preload","","","0","2","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","20","269394","0.0-20.0","null","null","","","","","","","","","","","","","","fixation","","","0","2","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","21","269698","0.0-21.0","null","null","","","","","","","","","","","","","","stimulus","","","0","2","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","22","271469","0.0-22.0","1768","phone","","","","","","","","","","","","","","perceptual","","","0","2","","","","","22","phone","1","","1",""
"","","","","","","","","","","","canvas-button-response","23","273170","0.0-23.0","1699","10","","","","","","","","","","","","","","confidence","","","0","2","","","","","","","","","","3"
"","","","","","","","","","","","html-keyboard-response","24","274173","0.0-24.0","null","null","","","","","","","","","","","","","","feedback","Thu Oct 23 2025 10:06:27 GMT-0400 (Eastern Daylight Time)","27268","0","2","","","","","","","","","",""
"","","","","","","","","","","","preload","25","274175","0.0-25.0","","","","","true","","","","","","","","","","","preload","","","0","3","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","26","274478","0.0-26.0","null","null","","","","","","","","","","","","","","fixation","","","0","3","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","27","274781","0.0-27.0","null","null","","","","","","","","","","","","","","stimulus","","","0","3","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","28","286886","0.0-28.0","12102","bed","","","","","","","","","","","","","","perceptual","","","0","3","","","","","92","knife","1","","0",""
"","","","","","","","","","","","canvas-button-response","29","288453","0.0-29.0","1564","3","","","","","","","","","","","","","","confidence","","","0","3","","","","","","","","","","3"
"","","","","","","","","","","","html-keyboard-response","30","289457","0.0-30.0","null","null","","","","","","","","","","","","","","feedback","Thu Oct 23 2025 10:06:43 GMT-0400 (Eastern Daylight Time)","27268","0","3","","","","","","","","","",""
"","","","","","","","","","","","preload","31","289458","0.0-31.0","","","","","true","","","","","","","","","","","preload","","","0","4","false","[]","[]","[]","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","32","289761","0.0-32.0","null","null","","","","","","","","","","","","","","fixation","","","0","4","","","","","","","","","",""
"","","","","","","","","","","","canvas-keyboard-response","33","290064","0.0-33.0","null","null","","","","","","","","","","","","","","stimulus","","","0","4","","","","","","","","","",""
"","","","","","","","","","","","canvas-button-response","34","294719","0.0-34.0","4652","flower","","","","","","","","","","","","","","perceptual","","","0","4","","","","","52","flower","1","","1",""
